SID,SEASON,NAME,ISO_TIME,LAT,LON,WMO_WIND,WMO_PRES,SUBBASIN,IMD_STAGE
2019160N11073,2019,VAYU,2019-06-15 12:00:00,20.7,66.4,65.0,980.0,AS,Very Severe Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-15 15:00:00,20.7,66.2,65.0,980.0,AS,Very Severe Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-15 18:00:00,20.7,66.0,65.0,981.0,AS,Very Severe Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-15 21:00:00,20.7,65.8,65.0,981.0,AS,Very Severe Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-16 00:00:00,20.8,65.5,60.0,983.0,AS,Severe Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-16 03:00:00,20.8,65.2,55.0,985.0,AS,Severe Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-16 06:00:00,20.8,65.1,55.0,985.0,AS,Severe Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-16 09:00:00,20.7,65.1,55.0,986.0,AS,Severe Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-16 12:00:00,20.8,65.2,50.0,988.0,AS,Severe Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-16 15:00:00,20.8,65.6,45.0,990.0,AS,Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-16 18:00:00,21.1,66.1,40.0,992.0,AS,Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-16 21:00:00,21.4,66.4,40.0,993.0,AS,Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-17 00:00:00,21.7,66.6,35.0,995.0,AS,Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-17 03:00:00,21.8,66.8,30.0,996.0,AS,Deep Depression
2019160N11073,2019,VAYU,2019-06-17 06:00:00,21.9,67.0,30.0,997.0,AS,Deep Depression
2019160N11073,2019,VAYU,2019-06-17 09:00:00,22.2,67.4,25.0,998.0,AS,Depression
2019160N11073,2019,VAYU,2019-06-17 12:00:00,22.5,67.9,20.0,998.0,AS,Depression
2019160N11073,2019,VAYU,2019-06-17 15:00:00,22.8,68.1,,,AS,Super Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-17 18:00:00,23.1,68.3,,,AS,Super Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-17 21:00:00,23.2,68.6,,,AS,Super Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-18 00:00:00,23.2,69.0,,,AS,Super Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-18 03:00:00,23.1,69.6,,,AS,Super Cyclonic Storm
2019160N11073,2019,VAYU,2019-06-18 06:00:00,23.0,70.2,,,AS,Super Cyclonic Storm
2019218N21088,2019,UNNAMED,2019-08-06 03:00:00,20.5,88.0,25.0,990.0,BB,Depression
2019218N21088,2019,UNNAMED,2019-08-06 06:00:00,20.5,88.0,25.0,990.0,BB,Depression
2019218N21088,2019,UNNAMED,2019-08-06 09:00:00,20.6,87.9,,,BB,Super Cyclonic Storm
2019218N21088,2019,UNNAMED,2019-08-06 12:00:00,20.7,87.8,25.0,990.0,BB,Depression
2019218N21088,2019,UNNAMED,2019-08-06 15:00:00,20.7,87.7,,,BB,Super Cyclonic Storm
2019218N21088,2019,UNNAMED,2019-08-06 18:00:00,20.8,87.6,25.0,990.0,BB,Depression
2019218N21088,2019,UNNAMED,2019-08-06 21:00:00,20.9,87.5,,,BB,Super Cyclonic Storm
2019218N21088,2019,UNNAMED,2019-08-07 00:00:00,21.0,87.4,30.0,988.0,BB,Deep Depression
2019218N21088,2019,UNNAMED,2019-08-07 03:00:00,21.1,87.4,30.0,988.0,BB,Deep Depression
2019218N21088,2019,UNNAMED,2019-08-07 06:00:00,21.2,87.2,30.0,988.0,BB,Deep Depression
2019218N21088,2019,UNNAMED,2019-08-07 09:00:00,21.5,86.9,,,BB,Super Cyclonic Storm
2019218N21088,2019,UNNAMED,2019-08-07 12:00:00,21.9,86.5,30.0,988.0,BB,Deep Depression
2019218N21088,2019,UNNAMED,2019-08-07 15:00:00,22.2,86.1,,,BB,Super Cyclonic Storm
2019218N21088,2019,UNNAMED,2019-08-07 18:00:00,22.4,85.6,30.0,988.0,BB,Deep Depression
2019218N21088,2019,UNNAMED,2019-08-07 21:00:00,22.6,84.9,,,BB,Super Cyclonic Storm
2019218N21088,2019,UNNAMED,2019-08-08 00:00:00,22.8,84.0,25.0,999.0,BB,Depression
2019218N21088,2019,UNNAMED,2019-08-08 03:00:00,23.0,82.9,25.0,999.0,BB,Depression
2019218N21088,2019,UNNAMED,2019-08-08 06:00:00,23.4,81.9,25.0,999.0,BB,Depression
2019218N21088,2019,UNNAMED,2019-08-08 09:00:00,23.6,80.9,,,BB,Super Cyclonic Storm
2019218N21088,2019,UNNAMED,2019-08-08 12:00:00,23.6,80.2,25.0,999.0,BB,Depression
2019218N21088,2019,UNNAMED,2019-08-08 15:00:00,23.6,80.0,,,BB,Super Cyclonic Storm
2019218N21088,2019,UNNAMED,2019-08-08 18:00:00,23.6,79.8,25.0,1000.0,BB,Depression
2019218N21088,2019,UNNAMED,2019-08-08 21:00:00,23.6,79.4,,,BB,Super Cyclonic Storm
2019218N21088,2019,UNNAMED,2019-08-09 00:00:00,23.6,78.6,25.0,1000.0,BB,Depression
2019218N21088,2019,UNNAMED,2019-08-09 03:00:00,23.8,77.3,25.0,1000.0,AS,Depression
2019218N21088,2019,UNNAMED,2019-08-09 06:00:00,24.0,76.1,25.0,1000.0,AS,Depression
2019264N19071,2019,HIKAA:HIKKA,2019-09-20 18:00:00,19.3,71.3,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-20 21:00:00,19.2,71.1,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-21 00:00:00,19.1,70.9,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-21 03:00:00,19.1,70.7,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-21 06:00:00,19.1,70.6,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-21 09:00:00,19.1,70.5,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-21 12:00:00,19.2,70.3,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-21 15:00:00,19.2,70.1,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-21 18:00:00,19.3,69.9,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-21 21:00:00,19.4,69.7,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-22 00:00:00,19.6,69.5,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-22 03:00:00,19.8,69.2,25.0,1002.0,AS,Depression
2019264N19071,2019,HIKAA:HIKKA,2019-09-22 06:00:00,20.0,68.9,25.0,1000.0,AS,Depression
2019264N19071,2019,HIKAA:HIKKA,2019-09-22 09:00:00,20.2,68.5,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-22 12:00:00,20.4,68.1,30.0,999.0,AS,Deep Depression
2019264N19071,2019,HIKAA:HIKKA,2019-09-22 15:00:00,20.5,67.6,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-22 18:00:00,20.4,67.1,30.0,998.0,AS,Deep Depression
2019264N19071,2019,HIKAA:HIKKA,2019-09-22 21:00:00,20.4,66.6,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-23 00:00:00,20.4,66.1,35.0,997.0,AS,Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-23 03:00:00,20.3,65.5,40.0,996.0,AS,Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-23 06:00:00,20.3,64.9,45.0,994.0,AS,Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-23 09:00:00,20.2,64.1,55.0,988.0,AS,Severe Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-23 12:00:00,20.2,63.6,55.0,988.0,AS,Severe Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-23 15:00:00,20.2,62.9,55.0,988.0,AS,Severe Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-23 18:00:00,20.2,62.3,60.0,986.0,AS,Severe Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-23 21:00:00,20.2,61.6,60.0,986.0,AS,Severe Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-24 00:00:00,20.1,61.0,70.0,980.0,AS,Very Severe Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-24 03:00:00,20.1,60.3,75.0,978.0,AS,Very Severe Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-24 06:00:00,20.0,59.6,75.0,978.0,AS,Very Severe Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-24 09:00:00,19.9,58.9,75.0,978.0,AS,Very Severe Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-24 12:00:00,19.8,58.3,75.0,978.0,AS,Very Severe Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-24 15:00:00,19.7,57.6,60.0,986.0,AS,Severe Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-24 18:00:00,19.7,57.1,55.0,989.0,AS,Severe Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-24 21:00:00,19.6,56.5,45.0,994.0,AS,Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-25 00:00:00,19.6,56.0,35.0,997.0,AS,Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-25 03:00:00,19.4,55.5,30.0,999.0,AS,Deep Depression
2019264N19071,2019,HIKAA:HIKKA,2019-09-25 06:00:00,19.2,55.0,25.0,1002.0,AS,Depression
2019264N19071,2019,HIKAA:HIKKA,2019-09-25 09:00:00,19.2,54.5,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-25 12:00:00,19.2,54.0,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-25 15:00:00,19.1,53.4,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-25 18:00:00,19.0,52.8,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-25 21:00:00,18.9,52.3,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-26 00:00:00,18.9,51.7,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-26 03:00:00,18.9,51.1,,,AS,Super Cyclonic Storm
2019264N19071,2019,HIKAA:HIKKA,2019-09-26 06:00:00,18.8,50.5,,,AS,Super Cyclonic Storm
2019273N23070,2019,UNNAMED,2019-09-29 12:00:00,23.1,70.2,25.0,1002.0,AS,Depression
2019273N23070,2019,UNNAMED,2019-09-29 15:00:00,23.1,70.2,,,AS,Super Cyclonic Storm
2019273N23070,2019,UNNAMED,2019-09-29 18:00:00,23.1,70.2,25.0,1002.0,AS,Depression
2019273N23070,2019,UNNAMED,2019-09-29 21:00:00,23.1,70.3,,,AS,Super Cyclonic Storm
2019273N23070,2019,UNNAMED,2019-09-30 00:00:00,23.2,70.5,25.0,1002.0,AS,Depression
2019273N23070,2019,UNNAMED,2019-09-30 03:00:00,23.4,70.7,25.0,1002.0,AS,Depression
2019273N23070,2019,UNNAMED,2019-09-30 06:00:00,23.5,71.3,25.0,1002.0,AS,Depression
2019273N23070,2019,UNNAMED,2019-09-30 09:00:00,23.5,71.6,,,AS,Super Cyclonic Storm
2019273N23070,2019,UNNAMED,2019-09-30 12:00:00,23.5,71.9,25.0,1002.0,AS,Depression
2019273N23070,2019,UNNAMED,2019-09-30 15:00:00,23.6,72.2,,,AS,Super Cyclonic Storm
2019273N23070,2019,UNNAMED,2019-09-30 18:00:00,23.7,72.7,25.0,1002.0,AS,Depression
2019273N23070,2019,UNNAMED,2019-09-30 21:00:00,23.8,73.3,,,AS,Super Cyclonic Storm
2019273N23070,2019,UNNAMED,2019-10-01 00:00:00,24.0,74.1,25.0,1002.0,AS,Depression
2019296N15066,2019,KYAAR:KYARR,2019-10-22 18:00:00,14.7,66.4,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-22 21:00:00,14.9,66.8,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-23 00:00:00,15.1,67.2,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-23 03:00:00,15.2,67.6,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-23 06:00:00,15.3,68.1,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-23 09:00:00,15.4,68.5,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-23 12:00:00,15.5,69.0,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-23 15:00:00,15.6,69.6,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-23 18:00:00,15.6,70.1,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-23 21:00:00,15.6,70.4,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-24 00:00:00,15.5,70.5,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-24 03:00:00,15.3,70.6,25.0,1000.0,AS,Depression
2019296N15066,2019,KYAAR:KYARR,2019-10-24 06:00:00,15.2,70.7,25.0,1000.0,AS,Depression
2019296N15066,2019,KYAAR:KYARR,2019-10-24 09:00:00,15.3,70.8,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-24 12:00:00,15.5,71.0,30.0,998.0,AS,Deep Depression
2019296N15066,2019,KYAAR:KYARR,2019-10-24 15:00:00,15.5,71.1,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-24 18:00:00,15.6,71.3,30.0,997.0,AS,Deep Depression
2019296N15066,2019,KYAAR:KYARR,2019-10-24 21:00:00,15.6,71.4,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-25 00:00:00,15.8,71.6,40.0,996.0,AS,Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-25 03:00:00,15.9,71.7,40.0,996.0,AS,Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-25 06:00:00,16.0,71.8,45.0,994.0,AS,Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-25 09:00:00,16.1,71.8,45.0,994.0,AS,Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-25 12:00:00,16.3,71.8,50.0,992.0,AS,Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-25 15:00:00,16.3,71.7,55.0,991.0,AS,Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-25 18:00:00,16.5,71.5,55.0,990.0,AS,Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-25 21:00:00,16.5,71.1,60.0,988.0,AS,Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-26 00:00:00,16.6,70.8,65.0,984.0,AS,Very Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-26 03:00:00,16.6,70.4,65.0,984.0,AS,Very Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-26 06:00:00,16.6,70.0,75.0,978.0,AS,Very Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-26 09:00:00,16.6,69.7,80.0,974.0,AS,Very Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-26 12:00:00,16.7,69.4,85.0,970.0,AS,Very Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-26 15:00:00,16.7,69.1,90.0,966.0,AS,Extremely Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-26 18:00:00,16.8,68.9,105.0,950.0,AS,Extremely Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-26 21:00:00,16.9,68.5,110.0,946.0,AS,Extremely Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-27 00:00:00,17.0,68.2,120.0,934.0,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-27 03:00:00,17.1,67.8,125.0,928.0,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-27 06:00:00,17.3,67.4,125.0,928.0,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-27 09:00:00,17.4,67.1,130.0,922.0,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-27 12:00:00,17.5,66.8,130.0,922.0,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-27 15:00:00,17.6,66.5,130.0,922.0,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-27 18:00:00,17.8,66.3,130.0,922.0,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-27 21:00:00,18.0,65.8,125.0,926.0,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-28 00:00:00,18.2,65.5,125.0,928.0,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-28 03:00:00,18.2,65.1,125.0,928.0,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-28 06:00:00,18.3,64.8,125.0,928.0,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-28 09:00:00,18.4,64.5,125.0,928.0,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-28 12:00:00,18.5,64.4,125.0,928.0,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-28 15:00:00,18.7,64.1,125.0,928.0,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-28 18:00:00,18.8,64.0,125.0,930.0,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-28 21:00:00,18.9,63.8,125.0,930.0,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-29 00:00:00,19.1,63.6,120.0,934.0,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-29 03:00:00,19.2,63.4,115.0,940.0,AS,Extremely Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-29 06:00:00,19.4,63.3,110.0,946.0,AS,Extremely Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-29 09:00:00,19.5,63.1,105.0,950.0,AS,Extremely Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-29 12:00:00,19.6,63.1,100.0,956.0,AS,Extremely Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-29 15:00:00,19.6,62.9,100.0,956.0,AS,Extremely Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-29 18:00:00,19.6,62.8,95.0,960.0,AS,Extremely Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-29 21:00:00,19.6,62.5,90.0,966.0,AS,Extremely Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-30 00:00:00,19.6,62.3,85.0,970.0,AS,Very Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-30 03:00:00,19.5,62.1,80.0,974.0,AS,Very Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-30 06:00:00,19.3,61.8,75.0,978.0,AS,Very Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-30 09:00:00,19.2,61.6,70.0,982.0,AS,Very Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-30 12:00:00,18.9,61.4,65.0,984.0,AS,Very Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-30 15:00:00,18.9,61.1,60.0,988.0,AS,Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-30 18:00:00,18.7,60.8,55.0,990.0,AS,Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-30 21:00:00,18.5,60.5,55.0,991.0,AS,Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-31 00:00:00,18.3,60.4,50.0,994.0,AS,Severe Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-31 03:00:00,18.0,60.1,45.0,996.0,AS,Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-31 06:00:00,17.7,60.0,40.0,998.0,AS,Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-31 09:00:00,17.5,59.9,40.0,998.0,AS,Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-31 12:00:00,17.4,59.9,35.0,999.0,AS,Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-10-31 15:00:00,17.2,59.7,30.0,1001.0,AS,Deep Depression
2019296N15066,2019,KYAAR:KYARR,2019-10-31 18:00:00,16.9,59.6,30.0,1001.0,AS,Deep Depression
2019296N15066,2019,KYAAR:KYARR,2019-10-31 21:00:00,16.7,59.5,30.0,1001.0,AS,Deep Depression
2019296N15066,2019,KYAAR:KYARR,2019-11-01 00:00:00,16.5,59.3,25.0,1002.0,AS,Depression
2019296N15066,2019,KYAAR:KYARR,2019-11-01 03:00:00,16.2,59.0,25.0,1002.0,AS,Depression
2019296N15066,2019,KYAAR:KYARR,2019-11-01 06:00:00,16.0,58.6,25.0,1002.0,AS,Depression
2019296N15066,2019,KYAAR:KYARR,2019-11-01 09:00:00,15.7,58.2,25.0,1002.0,AS,Depression
2019296N15066,2019,KYAAR:KYARR,2019-11-01 12:00:00,15.4,57.6,25.0,1002.0,AS,Depression
2019296N15066,2019,KYAAR:KYARR,2019-11-01 15:00:00,14.9,57.4,25.0,1002.0,AS,Depression
2019296N15066,2019,KYAAR:KYARR,2019-11-01 18:00:00,14.4,57.1,25.0,1002.0,AS,Depression
2019296N15066,2019,KYAAR:KYARR,2019-11-01 21:00:00,14.0,56.6,25.0,1002.0,AS,Depression
2019296N15066,2019,KYAAR:KYARR,2019-11-02 00:00:00,13.8,56.1,25.0,1002.0,AS,Depression
2019296N15066,2019,KYAAR:KYARR,2019-11-02 03:00:00,13.6,55.2,25.0,1003.0,AS,Depression
2019296N15066,2019,KYAAR:KYARR,2019-11-02 06:00:00,13.3,54.3,25.0,1003.0,AS,Depression
2019296N15066,2019,KYAAR:KYARR,2019-11-02 09:00:00,12.9,53.8,25.0,1003.0,AS,Depression
2019296N15066,2019,KYAAR:KYARR,2019-11-02 12:00:00,12.6,53.0,20.0,1003.0,AS,Depression
2019296N15066,2019,KYAAR:KYARR,2019-11-02 15:00:00,12.1,52.3,20.0,1003.0,AS,Depression
2019296N15066,2019,KYAAR:KYARR,2019-11-02 18:00:00,11.1,51.9,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-11-02 21:00:00,10.3,51.9,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-11-03 00:00:00,9.8,52.1,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-11-03 03:00:00,9.5,52.2,,,AS,Super Cyclonic Storm
2019296N15066,2019,KYAAR:KYARR,2019-11-03 06:00:00,9.2,52.2,,,AS,Super Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-28 06:00:00,4.9,81.2,,,BB,Super Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-28 09:00:00,4.9,80.6,,,BB,Super Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-28 12:00:00,4.8,80.0,,,BB,Super Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-28 15:00:00,4.7,79.4,,,BB,Super Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-28 18:00:00,4.6,78.8,,,BB,Super Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-28 21:00:00,4.5,78.1,,,BB,Super Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-29 00:00:00,4.5,77.5,,,AS,Super Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-29 03:00:00,4.7,77.1,,,AS,Super Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-29 06:00:00,5.1,76.8,,,AS,Super Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-29 09:00:00,5.5,76.8,,,AS,Super Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-29 12:00:00,5.9,76.8,,,AS,Super Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-29 15:00:00,6.3,76.7,,,AS,Super Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-29 18:00:00,6.7,76.4,,,AS,Super Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-29 21:00:00,7.1,76.0,,,AS,Super Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-30 00:00:00,7.4,75.7,25.0,1003.0,AS,Depression
2019301N05081,2019,MAHA,2019-10-30 03:00:00,8.0,75.1,25.0,1003.0,AS,Depression
2019301N05081,2019,MAHA,2019-10-30 06:00:00,8.3,74.9,25.0,1002.0,AS,Depression
2019301N05081,2019,MAHA,2019-10-30 09:00:00,8.7,74.5,30.0,1001.0,AS,Deep Depression
2019301N05081,2019,MAHA,2019-10-30 12:00:00,9.3,74.1,35.0,1000.0,AS,Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-30 15:00:00,9.8,73.8,40.0,998.0,AS,Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-30 18:00:00,10.3,73.4,40.0,998.0,AS,Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-30 21:00:00,10.7,73.3,40.0,998.0,AS,Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-31 00:00:00,11.1,73.3,45.0,996.0,AS,Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-31 03:00:00,11.6,73.1,45.0,996.0,AS,Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-31 06:00:00,12.0,73.1,50.0,994.0,AS,Severe Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-31 09:00:00,12.5,73.1,50.0,994.0,AS,Severe Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-31 12:00:00,13.0,72.9,50.0,992.0,AS,Severe Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-31 15:00:00,13.5,72.6,55.0,990.0,AS,Severe Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-31 18:00:00,13.9,72.3,55.0,990.0,AS,Severe Cyclonic Storm
2019301N05081,2019,MAHA,2019-10-31 21:00:00,14.1,72.0,55.0,990.0,AS,Severe Cyclonic Storm
2019301N05081,2019,MAHA,2019-11-01 00:00:00,14.6,71.6,55.0,990.0,AS,Severe Cyclonic Storm
2019301N05081,2019,MAHA,2019-11-01 03:00:00,14.8,70.9,55.0,990.0,AS,Severe Cyclonic Storm
