SID,SEASON,NAME,ISO_TIME,LAT,LON,WMO_WIND,WMO_PRES,SUBBASIN,IMD_STAGE
2014003N08086,2014,UNNAMED,2014-01-02 18:00:00,7.6,85.5,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-02 21:00:00,7.6,85.3,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-03 00:00:00,7.7,85.1,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-03 03:00:00,7.8,84.9,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-03 06:00:00,7.9,84.8,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-03 09:00:00,8.0,84.7,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-03 12:00:00,8.2,84.6,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-03 15:00:00,8.3,84.5,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-03 18:00:00,8.5,84.3,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-03 21:00:00,8.7,84.1,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-04 00:00:00,8.8,83.8,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-04 03:00:00,8.8,83.5,25.0,1006.0,BB,Depression
2014003N08086,2014,UNNAMED,2014-01-04 06:00:00,9.0,83.2,25.0,1006.0,BB,Depression
2014003N08086,2014,UNNAMED,2014-01-04 09:00:00,9.1,83.0,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-04 12:00:00,9.1,82.9,25.0,1006.0,BB,Depression
2014003N08086,2014,UNNAMED,2014-01-04 15:00:00,9.1,82.7,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-04 18:00:00,9.2,82.5,25.0,1006.0,BB,Depression
2014003N08086,2014,UNNAMED,2014-01-04 21:00:00,9.3,82.2,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-05 00:00:00,9.3,82.1,25.0,1006.0,BB,Depression
2014003N08086,2014,UNNAMED,2014-01-05 03:00:00,9.3,82.0,25.0,1006.0,BB,Depression
2014003N08086,2014,UNNAMED,2014-01-05 06:00:00,9.3,81.9,25.0,1006.0,BB,Depression
2014003N08086,2014,UNNAMED,2014-01-05 09:00:00,9.3,81.7,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-05 12:00:00,9.3,81.6,25.0,1004.0,BB,Depression
2014003N08086,2014,UNNAMED,2014-01-05 15:00:00,9.3,81.5,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-05 18:00:00,9.3,81.4,25.0,1004.0,BB,Depression
2014003N08086,2014,UNNAMED,2014-01-05 21:00:00,9.3,81.4,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-06 00:00:00,9.3,81.3,25.0,1004.0,BB,Depression
2014003N08086,2014,UNNAMED,2014-01-06 03:00:00,9.3,81.1,25.0,1006.0,BB,Depression
2014003N08086,2014,UNNAMED,2014-01-06 06:00:00,9.1,80.9,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-06 09:00:00,8.9,80.7,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-06 12:00:00,8.8,80.6,25.0,1006.0,BB,Depression
2014003N08086,2014,UNNAMED,2014-01-06 15:00:00,8.7,80.5,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-06 18:00:00,8.4,80.3,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-06 21:00:00,8.2,80.1,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-07 00:00:00,7.9,79.9,25.0,1006.0,BB,Depression
2014003N08086,2014,UNNAMED,2014-01-07 03:00:00,7.7,79.8,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-07 06:00:00,7.6,79.6,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-07 09:00:00,7.5,79.4,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-07 12:00:00,7.4,79.2,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-07 15:00:00,7.4,79.1,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-07 18:00:00,7.5,78.9,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-07 21:00:00,7.6,78.7,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-08 00:00:00,7.7,78.5,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-08 03:00:00,7.7,78.3,,,BB,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-08 06:00:00,7.8,78.0,,,AS,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-08 09:00:00,7.9,77.6,,,AS,Super Cyclonic Storm
2014003N08086,2014,UNNAMED,2014-01-08 12:00:00,8.0,77.1,,,AS,Super Cyclonic Storm
2014141N16091,2014,UNNAMED,2014-05-21 03:00:00,15.5,90.5,25.0,1004.0,BB,Depression
2014141N16091,2014,UNNAMED,2014-05-21 06:00:00,16.0,90.5,25.0,1004.0,BB,Depression
2014141N16091,2014,UNNAMED,2014-05-21 09:00:00,16.3,90.7,,,BB,Super Cyclonic Storm
2014141N16091,2014,UNNAMED,2014-05-21 12:00:00,16.5,91.0,25.0,1002.0,BB,Depression
2014141N16091,2014,UNNAMED,2014-05-21 15:00:00,16.5,91.0,,,BB,Super Cyclonic Storm
2014141N16091,2014,UNNAMED,2014-05-21 18:00:00,16.5,91.0,25.0,1002.0,BB,Depression
2014141N16091,2014,UNNAMED,2014-05-21 21:00:00,16.5,91.5,,,BB,Super Cyclonic Storm
2014141N16091,2014,UNNAMED,2014-05-22 00:00:00,16.5,92.0,25.0,1000.0,BB,Depression
2014141N16091,2014,UNNAMED,2014-05-22 03:00:00,16.5,92.0,25.0,1000.0,BB,Depression
2014141N16091,2014,UNNAMED,2014-05-22 06:00:00,17.0,92.5,25.0,1000.0,BB,Depression
2014141N16091,2014,UNNAMED,2014-05-22 09:00:00,17.3,92.4,,,BB,Super Cyclonic Storm
2014141N16091,2014,UNNAMED,2014-05-22 12:00:00,17.5,92.0,25.0,1000.0,BB,Depression
2014141N16091,2014,UNNAMED,2014-05-22 15:00:00,17.6,92.0,,,BB,Super Cyclonic Storm
2014141N16091,2014,UNNAMED,2014-05-22 18:00:00,17.5,92.0,25.0,1000.0,BB,Depression
2014141N16091,2014,UNNAMED,2014-05-22 21:00:00,17.3,91.6,,,BB,Super Cyclonic Storm
2014141N16091,2014,UNNAMED,2014-05-23 00:00:00,17.0,91.0,25.0,1000.0,BB,Depression
2014159N12068,2014,NANAUK,2014-06-08 06:00:00,12.4,68.3,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-08 09:00:00,12.6,68.1,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-08 12:00:00,12.8,68.0,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-08 15:00:00,12.9,67.9,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-08 18:00:00,13.0,67.8,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-08 21:00:00,13.1,67.7,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-09 00:00:00,13.2,67.6,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-09 03:00:00,13.3,67.6,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-09 06:00:00,13.4,67.7,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-09 09:00:00,13.6,68.1,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-09 12:00:00,13.8,68.5,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-09 15:00:00,14.1,68.9,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-09 18:00:00,14.5,69.2,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-09 21:00:00,14.8,69.2,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-10 00:00:00,15.1,69.0,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-10 03:00:00,15.4,68.8,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-10 06:00:00,15.7,68.6,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-10 09:00:00,15.8,68.4,25.0,998.0,AS,Depression
2014159N12068,2014,NANAUK,2014-06-10 12:00:00,16.1,68.1,25.0,996.0,AS,Depression
2014159N12068,2014,NANAUK,2014-06-10 15:00:00,16.3,67.8,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-10 18:00:00,16.5,67.6,30.0,994.0,AS,Deep Depression
2014159N12068,2014,NANAUK,2014-06-10 21:00:00,16.5,67.4,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-11 00:00:00,16.6,67.2,35.0,992.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-11 03:00:00,16.7,67.0,35.0,992.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-11 06:00:00,17.0,66.7,45.0,990.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-11 09:00:00,17.1,66.5,45.0,990.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-11 12:00:00,17.4,66.2,45.0,988.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-11 15:00:00,17.6,66.0,45.0,988.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-11 18:00:00,17.6,65.8,45.0,988.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-11 21:00:00,17.7,65.6,45.0,988.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-12 00:00:00,17.9,65.3,45.0,986.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-12 03:00:00,18.0,64.9,45.0,986.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-12 06:00:00,18.2,64.6,45.0,986.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-12 09:00:00,18.3,64.3,45.0,988.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-12 12:00:00,18.5,64.1,45.0,988.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-12 15:00:00,18.8,64.0,45.0,988.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-12 18:00:00,19.3,64.1,45.0,988.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-12 21:00:00,19.9,64.4,45.0,988.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-13 00:00:00,20.4,64.6,45.0,988.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-13 03:00:00,20.7,64.4,45.0,990.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-13 06:00:00,21.2,64.0,40.0,992.0,AS,Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-13 09:00:00,21.4,63.9,30.0,994.0,AS,Deep Depression
2014159N12068,2014,NANAUK,2014-06-13 12:00:00,21.4,64.0,25.0,996.0,AS,Depression
2014159N12068,2014,NANAUK,2014-06-13 15:00:00,21.5,64.1,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-13 18:00:00,21.5,64.2,25.0,996.0,AS,Depression
2014159N12068,2014,NANAUK,2014-06-13 21:00:00,21.6,64.3,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-14 00:00:00,21.6,64.5,25.0,996.0,AS,Depression
2014159N12068,2014,NANAUK,2014-06-14 03:00:00,21.7,64.6,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-14 06:00:00,21.7,64.8,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-14 09:00:00,21.7,65.0,,,AS,Super Cyclonic Storm
2014159N12068,2014,NANAUK,2014-06-14 12:00:00,21.7,65.2,,,AS,Super Cyclonic Storm
2014202N22087,2014,UNNAMED,2014-07-21 03:00:00,22.0,87.0,25.0,988.0,BB,Depression
2014202N22087,2014,UNNAMED,2014-07-21 06:00:00,22.2,86.4,20.0,988.0,BB,Depression
2014202N22087,2014,UNNAMED,2014-07-21 09:00:00,22.4,85.7,,,BB,Super Cyclonic Storm
2014202N22087,2014,UNNAMED,2014-07-21 12:00:00,22.5,85.0,20.0,988.0,BB,Depression
2014202N22087,2014,UNNAMED,2014-07-21 15:00:00,22.5,84.5,,,BB,Super Cyclonic Storm
2014202N22087,2014,UNNAMED,2014-07-21 18:00:00,22.5,84.0,20.0,990.0,BB,Depression
2014202N22087,2014,UNNAMED,2014-07-21 21:00:00,22.5,83.5,,,BB,Super Cyclonic Storm
2014202N22087,2014,UNNAMED,2014-07-22 00:00:00,22.5,83.0,20.0,990.0,BB,Depression
2014202N22087,2014,UNNAMED,2014-07-22 03:00:00,22.5,82.5,20.0,990.0,BB,Depression
2014202N22087,2014,UNNAMED,2014-07-22 06:00:00,22.5,82.0,20.0,990.0,BB,Depression
2014202N22087,2014,UNNAMED,2014-07-22 09:00:00,22.5,81.5,,,BB,Super Cyclonic Storm
2014202N22087,2014,UNNAMED,2014-07-22 12:00:00,22.5,81.0,20.0,990.0,BB,Depression
2014202N22087,2014,UNNAMED,2014-07-22 15:00:00,22.5,80.3,,,BB,Super Cyclonic Storm
2014202N22087,2014,UNNAMED,2014-07-22 18:00:00,22.5,79.6,20.0,992.0,BB,Depression
2014202N22087,2014,UNNAMED,2014-07-22 21:00:00,22.5,78.9,,,BB,Super Cyclonic Storm
2014202N22087,2014,UNNAMED,2014-07-23 00:00:00,22.5,78.2,20.0,992.0,BB,Depression
2014202N22087,2014,UNNAMED,2014-07-23 03:00:00,22.5,77.5,20.0,992.0,AS,Depression
2014202N22087,2014,UNNAMED,2014-07-23 06:00:00,22.5,77.0,20.0,992.0,AS,Depression
2014216N21089,2014,UNNAMED,2014-08-03 12:00:00,21.5,88.5,25.0,990.0,BB,Depression
2014216N21089,2014,UNNAMED,2014-08-03 15:00:00,21.7,88.4,,,BB,Super Cyclonic Storm
2014216N21089,2014,UNNAMED,2014-08-03 18:00:00,21.9,88.3,30.0,990.0,BB,Deep Depression
2014216N21089,2014,UNNAMED,2014-08-03 21:00:00,22.1,88.0,,,BB,Super Cyclonic Storm
2014216N21089,2014,UNNAMED,2014-08-04 00:00:00,22.3,87.6,30.0,990.0,BB,Deep Depression
2014216N21089,2014,UNNAMED,2014-08-04 03:00:00,22.5,87.2,30.0,990.0,BB,Deep Depression
2014216N21089,2014,UNNAMED,2014-08-04 06:00:00,22.5,86.5,30.0,990.0,BB,Deep Depression
2014216N21089,2014,UNNAMED,2014-08-04 09:00:00,22.4,86.2,,,BB,Super Cyclonic Storm
2014216N21089,2014,UNNAMED,2014-08-04 12:00:00,22.2,86.1,30.0,990.0,BB,Deep Depression
2014216N21089,2014,UNNAMED,2014-08-04 15:00:00,22.2,85.6,,,BB,Super Cyclonic Storm
2014216N21089,2014,UNNAMED,2014-08-04 18:00:00,22.2,85.1,30.0,990.0,BB,Deep Depression
2014216N21089,2014,UNNAMED,2014-08-04 21:00:00,22.2,84.6,,,BB,Super Cyclonic Storm
2014216N21089,2014,UNNAMED,2014-08-05 00:00:00,22.2,84.1,30.0,990.0,BB,Deep Depression
2014216N21089,2014,UNNAMED,2014-08-05 03:00:00,22.2,83.5,30.0,994.0,BB,Deep Depression
2014216N21089,2014,UNNAMED,2014-08-05 06:00:00,22.9,83.0,30.0,992.0,BB,Deep Depression
2014216N21089,2014,UNNAMED,2014-08-05 09:00:00,23.5,82.5,25.0,992.0,BB,Depression
2014216N21089,2014,UNNAMED,2014-08-05 12:00:00,24.0,82.0,25.0,992.0,BB,Depression
2014216N21089,2014,UNNAMED,2014-08-05 15:00:00,24.2,81.6,,,BB,Super Cyclonic Storm
2014216N21089,2014,UNNAMED,2014-08-05 18:00:00,24.2,81.3,25.0,992.0,BB,Depression
2014216N21089,2014,UNNAMED,2014-08-05 21:00:00,24.3,81.0,,,BB,Super Cyclonic Storm
2014216N21089,2014,UNNAMED,2014-08-06 00:00:00,24.4,80.6,25.0,992.0,BB,Depression
2014216N21089,2014,UNNAMED,2014-08-06 03:00:00,24.5,80.2,25.0,996.0,BB,Depression
2014216N21089,2014,UNNAMED,2014-08-06 06:00:00,24.6,80.0,25.0,994.0,BB,Depression
2014216N21089,2014,UNNAMED,2014-08-06 09:00:00,24.8,79.8,,,BB,Super Cyclonic Storm
2014216N21089,2014,UNNAMED,2014-08-06 12:00:00,25.0,79.5,25.0,994.0,BB,Depression
2014216N21089,2014,UNNAMED,2014-08-06 15:00:00,25.2,79.2,,,BB,Super Cyclonic Storm
2014216N21089,2014,UNNAMED,2014-08-06 18:00:00,25.3,79.0,25.0,994.0,BB,Depression
2014216N21089,2014,UNNAMED,2014-08-06 21:00:00,25.4,78.8,,,BB,Super Cyclonic Storm
2014216N21089,2014,UNNAMED,2014-08-07 00:00:00,25.5,78.5,25.0,994.0,BB,Depression
2014279N11096,2014,HUDHUD,2014-10-06 06:00:00,10.7,96.1,,,BB,Super Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-06 09:00:00,10.7,96.0,,,BB,Super Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-06 12:00:00,10.7,95.9,,,BB,Super Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-06 15:00:00,10.7,95.8,,,BB,Super Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-06 18:00:00,10.8,95.6,,,BB,Super Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-06 21:00:00,10.9,95.4,,,BB,Super Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-07 00:00:00,11.0,95.2,,,BB,Super Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-07 03:00:00,11.2,95.0,25.0,1004.0,BB,Depression
2014279N11096,2014,HUDHUD,2014-10-07 06:00:00,11.4,94.7,25.0,1004.0,BB,Depression
2014279N11096,2014,HUDHUD,2014-10-07 09:00:00,11.5,94.4,,,BB,Super Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-07 12:00:00,11.7,94.1,30.0,1000.0,BB,Deep Depression
2014279N11096,2014,HUDHUD,2014-10-07 15:00:00,11.8,93.8,,,BB,Super Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-07 18:00:00,11.9,93.5,30.0,1000.0,BB,Deep Depression
2014279N11096,2014,HUDHUD,2014-10-07 21:00:00,12.0,93.2,,,BB,Super Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-08 00:00:00,12.2,92.9,30.0,1000.0,BB,Deep Depression
2014279N11096,2014,HUDHUD,2014-10-08 03:00:00,12.3,92.6,35.0,998.0,BB,Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-08 06:00:00,12.6,92.1,40.0,996.0,BB,Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-08 09:00:00,12.8,91.4,40.0,996.0,BB,Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-08 12:00:00,12.9,90.9,40.0,996.0,BB,Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-08 15:00:00,13.1,90.4,40.0,996.0,BB,Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-08 18:00:00,13.3,90.1,45.0,994.0,BB,Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-08 21:00:00,13.5,89.6,45.0,992.0,BB,Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-09 00:00:00,13.6,89.3,45.0,990.0,BB,Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-09 03:00:00,13.7,89.1,55.0,988.0,BB,Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-09 06:00:00,13.8,88.9,55.0,988.0,BB,Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-09 09:00:00,13.9,88.6,55.0,988.0,BB,Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-09 12:00:00,14.1,88.5,55.0,988.0,BB,Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-09 15:00:00,14.1,88.2,55.0,988.0,BB,Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-09 18:00:00,14.2,88.0,55.0,988.0,BB,Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-09 21:00:00,14.4,87.8,60.0,988.0,BB,Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-10 00:00:00,14.6,87.6,60.0,988.0,BB,Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-10 03:00:00,14.8,87.3,60.0,988.0,BB,Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-10 06:00:00,14.9,87.2,60.0,986.0,BB,Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-10 09:00:00,15.1,87.0,65.0,984.0,BB,Very Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-10 12:00:00,15.3,86.8,70.0,982.0,BB,Very Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-10 15:00:00,15.5,86.5,75.0,980.0,BB,Very Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-10 18:00:00,15.6,86.3,75.0,978.0,BB,Very Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-10 21:00:00,15.7,86.0,75.0,974.0,BB,Very Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-11 00:00:00,15.9,85.7,75.0,970.0,BB,Very Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-11 03:00:00,16.0,85.4,80.0,968.0,BB,Very Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-11 06:00:00,16.1,85.1,90.0,966.0,BB,Extremely Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-11 09:00:00,16.1,85.0,90.0,964.0,BB,Extremely Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-11 12:00:00,16.2,84.9,95.0,962.0,BB,Extremely Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-11 15:00:00,16.3,84.8,95.0,960.0,BB,Extremely Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-11 18:00:00,16.6,84.6,100.0,954.0,BB,Extremely Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-11 21:00:00,16.8,84.4,100.0,952.0,BB,Extremely Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-12 00:00:00,17.2,84.1,100.0,950.0,BB,Extremely Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-12 03:00:00,17.4,83.8,100.0,950.0,BB,Extremely Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-12 06:00:00,17.6,83.4,100.0,950.0,BB,Extremely Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-12 09:00:00,17.8,83.1,90.0,960.0,BB,Extremely Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-12 12:00:00,18.0,82.8,60.0,982.0,BB,Severe Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-12 15:00:00,18.3,82.5,45.0,986.0,BB,Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-12 18:00:00,18.8,82.3,40.0,987.0,BB,Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-12 21:00:00,19.0,82.1,40.0,988.0,BB,Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-13 00:00:00,19.7,81.6,30.0,994.0,BB,Deep Depression
2014279N11096,2014,HUDHUD,2014-10-13 03:00:00,20.5,81.5,30.0,996.0,BB,Deep Depression
2014279N11096,2014,HUDHUD,2014-10-13 06:00:00,20.8,81.4,30.0,998.0,BB,Deep Depression
2014279N11096,2014,HUDHUD,2014-10-13 09:00:00,21.1,81.4,,,BB,Super Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-13 12:00:00,21.4,81.4,25.0,998.0,BB,Depression
2014279N11096,2014,HUDHUD,2014-10-13 15:00:00,21.7,81.5,,,BB,Super Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-13 18:00:00,22.3,81.5,25.0,1000.0,BB,Depression
2014279N11096,2014,HUDHUD,2014-10-13 21:00:00,23.6,81.5,,,BB,Super Cyclonic Storm
2014279N11096,2014,HUDHUD,2014-10-14 00:00:00,24.8,81.5,25.0,1000.0,BB,Depression
2014279N11096,2014,HUDHUD,2014-10-14 03:00:00,25.1,81.6,20.0,1000.0,BB,Depression
2014279N11096,2014,HUDHUD,2014-10-14 06:00:00,25.6,81.7,20.0,1000.0,BB,Depression
2014279N11096,2014,HUDHUD,2014-10-14 09:00:00,26.3,81.8,20.0,1000.0,BB,Depression
2014297N11062,2014,NILOFAR,2014-10-23 12:00:00,10.8,62.1,,,AS,Super Cyclonic Storm
2014297N11062,2014,NILOFAR,2014-10-23 15:00:00,11.0,61.9,,,AS,Super Cyclonic Storm
2014297N11062,2014,NILOFAR,2014-10-23 18:00:00,11.1,61.8,,,AS,Super Cyclonic Storm
2014297N11062,2014,NILOFAR,2014-10-23 21:00:00,11.2,61.7,,,AS,Super Cyclonic Storm
2014297N11062,2014,NILOFAR,2014-10-24 00:00:00,11.3,61.6,,,AS,Super Cyclonic Storm
2014297N11062,2014,NILOFAR,2014-10-24 03:00:00,11.4,61.5,,,AS,Super Cyclonic Storm
2014297N11062,2014,NILOFAR,2014-10-24 06:00:00,11.6,61.5,,,AS,Super Cyclonic Storm
2014297N11062,2014,NILOFAR,2014-10-24 09:00:00,11.7,61.6,,,AS,Super Cyclonic Storm
2014297N11062,2014,NILOFAR,2014-10-24 12:00:00,11.8,61.7,,,AS,Super Cyclonic Storm
2014297N11062,2014,NILOFAR,2014-10-24 15:00:00,11.9,61.8,,,AS,Super Cyclonic Storm
2014297N11062,2014,NILOFAR,2014-10-24 18:00:00,12.0,62.0,,,AS,Super Cyclonic Storm
2014297N11062,2014,NILOFAR,2014-10-24 21:00:00,12.1,62.2,,,AS,Super Cyclonic Storm
2014297N11062,2014,NILOFAR,2014-10-25 00:00:00,12.3,62.1,25.0,1004.0,AS,Depression
2014297N11062,2014,NILOFAR,2014-10-25 03:00:00,12.6,62.1,25.0,1004.0,AS,Depression
2014297N11062,2014,NILOFAR,2014-10-25 06:00:00,12.7,62.0,25.0,1004.0,AS,Depression
2014297N11062,2014,NILOFAR,2014-10-25 09:00:00,13.0,61.9,,,AS,Super Cyclonic Storm
2014297N11062,2014,NILOFAR,2014-10-25 12:00:00,13.3,61.9,25.0,1003.0,AS,Depression
2014297N11062,2014,NILOFAR,2014-10-25 15:00:00,13.3,61.9,,,AS,Super Cyclonic Storm
2014297N11062,2014,NILOFAR,2014-10-25 18:00:00,13.5,62.0,25.0,1003.0,AS,Depression
2014297N11062,2014,NILOFAR,2014-10-25 21:00:00,13.8,62.3,,,AS,Super Cyclonic Storm
2014297N11062,2014,NILOFAR,2014-10-26 00:00:00,14.1,62.5,25.0,1002.0,AS,Depression
